#
#   VizieR Astronomical Server: webviz.u-strasbg.fr 	2008-09-05T17:40:02
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx27237	
#INFO	-out.max=50000	

#RESOURCE=yCat_7189
#Name: VII/189
#Title: Catalog of Pulsars (Taylor+ 1995)
#Table	VII_189_table1:
#Name: VII/189/table1
#Title: Observed and Derived parameters (tables 1, 2 and 4 of the publication)
#Column	_RAJ2000	(A11)	Right ascension (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DEJ2000	(A11)	Declination (FK5) Equinox=J2000.0 Epoch=J2000.000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	Jname	(a12)	J2000 pulsar name	[ucd=meta.id;meta.main]
#_RAJ2000	_DEJ2000	Jname
#"h:m:s"	"d:m:s"	
#-----------	-----------	------------
* V 4
00 06 04.80	+18 34 59.0	0006+1834
01 32 18.00	-70 10 00.0	0132-7010
01 34 19.00	-29 37 00.0	0134-2937
01 39 19.76	+58 14 31.7	0139+5814
01 41 39.95	+60 09 32.3	0141+6009
01 47 44.67	+59 22 03.2	0147+5922
01 51 22.76	-06 35 03.5	0151-0635
01 52 10.86	-16 37 55.0	0152-1637
01 56 54.83	+39 49 29.7	0156+3949
01 57 50.00	+62 12 27.1	0157+6212
02 06 01.26	-40 28 03.4	0206-4028
02 18 06.35	+42 32 17.5	0218+4232
02 31 14.01	+70 26 33.6	0231+7026
02 55 56.22	-53 04 20.5	0255-5304
03 04 33.12	+19 32 50.1	0304+1932
03 23 26.62	+39 44 52.7	0323+3944
03 32 59.41	+54 34 42.8	0332+5434
03 35 16.63	+45 55 53.0	0335+4555
03 43 12.94	+53 12 52.0	0343+5312
03 57 44.81	+52 36 57.7	0357+5236
03 58 53.71	+54 13 13.7	0358+5413
04 01 51.68	-76 08 13.8	0401-7608
04 06 30.05	+61 38 40.8	0406+6138
04 15 55.59	+69 54 09.7	0415+6954
04 17 43.00	+35 44 00.0	0417+35
04 21 57.00	-03 45 00.0	0421-0345
04 35 34.00	+27 44 00.0	0435+27
04 37 17.29	-47 15 18.2	0437-4715
04 48 43.00	-27 57 00.0	0448-2757
04 50 08.78	-12 48 07.0	0450-1248
04 52 34.12	-17 59 23.1	0452-1759
04 54 07.71	+55 43 41.0	0454+5543
04 55 58.92	-69 47 24.4	0455-6947
04 59 30.00	-02 10 00.0	0459-0210
05 02 04.56	+46 54 06.2	0502+4654
05 02 35.17	-66 25 51.4	0502-6625
05 25 56.46	+11 15 19.0	0525+1115
05 28 52.30	+22 00 00.4	0528+2200
05 29 28.29	-66 54 47.0	0529-6655
05 33 25.80	+04 02 00.0	0533+04
05 34 31.95	+22 00 52.2	0534+2200
05 36 30.79	-75 43 56.7	0536-7543
05 38 25.06	+28 17 11.0	0538+2817
05 40 11.05	-69 19 55.2	0540-6919
05 43 09.66	+23 29 06.3	0543+2329
06 00 46.46	-57 56 53.7	0600-5756
06 01 58.99	-05 27 50.7	0601-0527
06 12 48.65	+37 21 37.0	0612+3721
06 13 43.97	-02 00 47.0	0613-0200
06 14 17.06	+22 29 57.8	0614+2229
06 24 20.03	-04 24 51.6	0624-0424
06 25 45.00	+10 16 00.0	0625+10
06 29 05.71	+24 15 41.7	0629+2415
06 30 49.52	-28 34 44.1	0630-2834
06 31 27.58	+10 36 58.0	0631+1036
06 33 54.02	+17 46 11.5	0633+1746
06 53 14.98	+80 51 59.9	0653+8051
06 59 48.17	+14 14 21.2	0659+1414
07 00 37.81	+64 18 11.1	0700+6418
07 11 02.00	-68 30 00.0	0711-6830
07 25 07.00	-16 37 00.0	0725-1637
07 29 32.37	-18 36 42.3	0729-1836
07 38 32.29	-40 42 39.9	0738-4042
07 42 49.04	-28 22 44.0	0742-2822
07 45 02.31	-53 51 22.0	0745-5351
07 49 27.00	-42 47 00.0	0749-4247
07 51 09.16	+18 07 38.7	0751+1807
07 54 40.73	+32 31 56.5	0754+3231
07 58 29.06	-15 28 09.0	0758-1528
08 09 43.89	-47 53 55.1	0809-4753
08 14 59.48	+74 29 05.4	0814+7429
08 20 26.37	-13 50 55.6	0820-1350
08 20 15.45	-41 14 36.4	0820-4114
08 23 09.77	+01 59 12.8	0823+0159
08 26 51.45	+26 37 22.8	0826+2637
08 28 16.52	-34 17 08.6	0828-3417
08 35 20.57	-45 10 35.0	0835-4510
08 37 05.65	+06 10 14.8	0837+0610
08 37 21.17	-41 35 14.3	0837-4135
08 40 33.88	-53 32 35.6	0840-5332
08 42 05.37	-48 51 20.8	0842-4851
08 46 05.86	-35 33 39.9	0846-3533
08 49 00.90	+80 28 58.0	0849+8028
08 55 39.86	-33 31 29.9	0855-3331
08 56 59.31	-61 37 53.3	0856-6137
08 58 06.00	-44 19 00.0	0858-4419
09 02 32.39	-63 25 12.0	0902-6325
09 04 59.19	-42 46 14.1	0904-4246
09 04 46.00	-45 46 00.0	0904-4546
09 04 10.84	-74 59 42.8	0904-7459
09 05 38.00	-51 27 00.0	0905-5127
09 07 15.90	-51 57 59.3	0907-5157
09 08 38.19	-17 39 38.1	0908-1739
09 08 35.53	-49 13 06.5	0908-4913
09 09 36.00	-72 12 08.4	0909-7212
09 21 14.06	+62 54 14.1	0921+6254
09 22 13.99	+06 38 22.6	0922+0638
09 24 08.68	-53 02 44.2	0924-5302
09 24 30.97	-58 14 06.5	0924-5814
09 27 37.00	+23 47 00.0	0927+23
09 34 28.31	-52 49 27.1	0934-5249
09 41 52.00	-52 48 00.0	0941-5248
09 42 15.72	-55 52 55.2	0942-5552
09 42 54.46	-56 57 43.4	0942-5657
09 43 30.06	+16 31 35.6	0943+1631
09 43 25.00	+22 56 00.0	0943+22
09 44 28.94	-13 54 41.9	0944-1354
09 46 06.94	+09 51 54.3	0946+0951
09 47 22.00	+27 42 00.0	0947+27
09 52 17.22	-38 39 10.2	0952-3839
09 53 09.33	+07 55 36.1	0953+0755
09 55 29.50	-53 04 16.7	0955-5304
09 59 26.26	-48 09 47.5	0959-4809
10 01 37.95	-55 07 08.6	1001-5507
10 03 21.58	-47 47 02.0	1003-4747
10 07 30.00	-63 16 00.0	1007-6316
10 12 33.43	+53 07 02.7	1012+5307
10 12 30.50	-23 37 53.6	1012-2337
10 12 48.49	-58 57 40.0	1012-5857
10 16 31.25	-53 45 13.8	1016-5345
10 17 12.86	-56 21 30.7	1017-5621
10 18 40.38	-16 42 10.1	1018-1642
10 22 57.00	+10 01 00.0	1022+10
10 25 30.00	-07 09 00.0	1025-0709
10 32 06.67	-59 10 27.8	1032-5910
10 34 08.00	-32 24 00.0	1034-3224
10 36 19.00	-49 26 00.0	1036-4926
10 38 19.70	-58 31 27.2	1038-5831
10 41 36.21	-19 42 13.8	1041-1942
10 42 00.61	-55 21 05.5	1042-5521
10 45 51.00	-30 33 00.0	1045-3033
10 45 50.20	-45 09 54.2	1045-4509
10 46 18.87	-58 13 51.8	1046-5813
10 47 10.00	-67 11 00.0	1047-6711
10 48 13.05	-58 32 12.7	1048-5832
10 56 25.55	-62 58 47.6	1056-6258
10 57 58.84	-52 26 56.3	1057-5226
10 57 27.38	-79 14 24.2	1057-7914
10 59 00.90	-57 42 14.2	1059-5742
11 07 58.67	-59 47 04.4	1107-5947
11 10 00.40	-56 37 32.9	1110-5637
11 12 38.53	-66 13 04.8	1112-6613
11 12 50.97	-69 26 31.0	1112-6926
11 14 22.52	-61 00 34.2	1114-6100
11 15 38.39	+50 30 12.6	1115+5030
11 16 43.09	-41 22 44.6	1116-4122
11 19 40.79	-79 36 30.3	1119-7936
11 21 19.19	-54 44 05.5	1121-5444
11 23 57.00	-62 56 00.0	1123-6256
11 24 22.00	-66 52 00.0	1124-6652
11 26 52.61	-60 54 40.0	1126-6054
11 30 23.00	-68 15 00.0	1130-6815
11 33 51.45	-62 50 50.6	1133-6250
11 36 03.12	+15 51 09.7	1136+1551
11 36 02.12	-55 25 08.3	1136-5525
11 37 51.00	-66 59 00.0	1137-6659
11 40 40.00	-31 07 00.0	1140-3107
11 41 42.00	-33 21 00.0	1141-3321
11 42 47.00	-52 03 00.0	1142-5203
11 46 07.74	-60 30 59.4	1146-6030
11 56 39.00	-59 09 00.0	1156-5909
11 57 15.24	-62 24 50.9	1157-6224
12 02 28.40	-58 20 33.4	1202-5820
12 09 51.00	-55 56 00.0	1209-5556
12 24 22.18	-64 07 53.9	1224-6407
12 25 44.00	-56 00 00.0	1225-5600
12 25 42.80	-64 08 43.2	1225-6408
12 35 18.91	-55 16 31.2	1235-5517
12 38 21.00	+21 54 00.0	1238+21
12 39 40.36	+24 53 49.9	1239+2453
12 39 58.96	-68 32 27.7	1239-6832
12 40 17.61	-41 24 51.7	1240-4124
12 43 17.16	-64 23 23.9	1243-6423
12 46 38.00	+22 53 00.0	1246+22
12 53 20.00	-58 19 00.0	1253-5819
12 57 04.77	-10 27 05.4	1257-1027
12 59 22.72	-67 41 39.9	1259-6741
13 00 03.05	+12 40 56.7	1300+1240
13 02 47.68	-63 50 08.6	1302-6350
13 05 23.66	-64 55 26.3	1305-6455
13 06 38.19	-66 17 21.8	1306-6617
13 11 52.66	-12 28 00.7	1311-1228
13 12 54.97	+18 10 08.5	1312+1810
13 12 04.64	-54 02 42.3	1312-5402
13 12 53.83	-55 16 47.1	1312-5516
13 19 20.29	-60 56 46.7	1319-6056
13 20 53.92	-53 59 06.4	1320-5359
13 21 45.89	+83 23 39.3	1321+8323
13 21 06.00	-35 09 00.0	1321-3509
13 26 58.30	-58 59 29.8	1326-5859
13 26 32.56	-64 08 43.5	1326-6408
13 26 03.25	-67 00 51.1	1326-6700
13 27 17.21	-62 22 43.0	1327-6222
13 27 07.47	-63 01 15.4	1327-6301
13 28 06.49	-43 57 44.2	1328-4357
13 28 33.58	-49 21 33.4	1328-4921
13 32 45.00	-30 33 00.0	1332-3033
13 34 11.00	-58 39 00.0	1334-5839
13 35 36.00	-36 42 00.0	1335-3642
13 38 09.35	-62 04 18.7	1338-6204
13 40 00.32	-64 56 42.9	1340-6456
13 41 42.54	-62 20 25.2	1341-6220
13 55 58.68	-51 53 53.8	1355-5153
13 56 42.00	-55 21 00.0	1356-5521
13 57 25.38	-62 27 37.3	1357-6228
13 58 42.00	-25 33 00.0	1358-2533
13 59 58.22	-60 38 08.0	1359-6038
14 01 52.48	-63 57 45.5	1401-6357
14 02 56.85	-51 24 25.0	1402-5124
14 13 31.32	-63 07 35.5	1413-6307
14 19 22.00	-39 20 00.0	1419-3920
14 20 29.15	-54 16 22.8	1420-5416
14 28 26.30	-55 30 50.2	1428-5530
14 30 40.81	-66 23 05.3	1430-6623
14 40 31.31	-63 44 47.6	1440-6344
14 53 32.71	-64 13 15.9	1453-6413
14 55 47.97	-33 30 46.2	1455-3330
14 56 00.04	-68 43 38.9	1456-6843
14 57 40.19	-51 22 53.2	1457-5122
15 06 39.52	-51 58 10.4	1506-5158
15 07 34.18	-43 52 03.2	1507-4352
15 07 48.66	-66 40 57.1	1507-6640
15 09 25.65	+55 31 32.4	1509+5531
15 10 48.92	-44 22 06.8	1510-4422
15 12 43.03	-57 59 59.8	1512-5759
15 13 55.62	-59 08 08.9	1513-5908
15 14 14.56	-48 34 19.5	1514-4834
15 18 33.84	+02 04 57.9	1518+0204B
15 18 33.31	+02 05 27.9	1518+0205A
15 18 16.60	+49 04 35.0	1518+4904
15 22 42.27	-58 29 02.7	1522-5829
15 27 58.93	-39 31 34.7	1527-3931
15 27 40.89	-55 52 06.7	1527-5552
15 32 10.29	+27 45 50.6	1532+2745
15 34 08.37	-53 34 19.3	1534-5334
15 34 33.59	-54 05 39.7	1534-5405
15 37 09.95	+11 55 56.1	1537+1155
15 39 13.96	-56 26 25.4	1539-5626
15 42 48.00	-50 34 00.0	1542-5034
15 43 38.81	+09 29 16.9	1543+0929
15 43 30.20	-06 20 46.1	1543-0620
15 44 59.84	-53 08 46.5	1544-5308
15 49 40.00	+21 10 00.0	1549+2110
15 49 18.00	-48 48 00.0	1549-4848
15 53 59.57	-54 56 05.9	1553-5456
15 55 33.16	-23 41 11.4	1555-2341
15 55 17.97	-31 34 19.6	1555-3134
15 56 49.00	-42 58 00.0	1556-4258
15 59 41.48	-44 38 45.3	1559-4438
15 59 21.33	-55 45 40.0	1559-5545
16 00 53.07	-50 44 21.2	1600-5044
16 00 19.93	-57 51 14.7	1600-5751
16 02 19.01	-51 00 04.2	1602-5100
16 03 01.00	-25 31 00.0	1603-2531
16 03 08.54	-27 12 26.9	1603-2712
16 04 22.95	-49 09 57.1	1604-4909
16 05 16.26	-52 57 34.3	1605-5257
16 07 12.12	-00 32 40.4	1607-0032
16 10 42.76	-13 22 19.4	1610-1322
16 11 03.20	-52 09 23.6	1611-5209
16 13 29.03	-47 14 25.8	1613-4714
16 14 40.98	+07 37 31.8	1614+0737
16 14 15.42	-50 47 18.5	1614-5047
16 15 52.76	-29 40 03.9	1615-2940
16 15 00.00	-39 36 00.0	1615-3936
16 15 40.43	-55 37 00.5	1615-5537
16 22 47.00	-43 34 00.0	1622-4334
16 23 17.70	-09 08 48.1	1623-0908
16 23 38.22	-26 31 53.7	1623-2631
16 23 48.34	-42 56 52.4	1623-4256
16 25 39.00	-40 50 00.0	1625-4050
16 27 18.76	+14 19 20.7	1627+1419
16 30 37.47	-47 33 05.0	1630-4733
16 33 47.05	-44 53 07.8	1633-4453
16 33 00.10	-50 15 08.1	1633-5015
16 35 25.78	+24 18 47.8	1635+2418
16 35 09.08	-59 54 40.5	1635-5954
16 37 58.71	-45 53 27.3	1637-4553
16 39 21.20	-46 04 33.1	1639-4604
16 40 16.74	+22 24 09.0	1640+2224
16 40 13.19	-47 15 35.3	1640-4715
16 41 40.88	+36 27 15.4	1641+3627A
16 41 41.24	+36 27 36.5	1641+3627B
16 43 38.15	-12 24 58.7	1643-1224
16 44 49.25	-45 59 09.1	1644-4559
16 45 34.41	+10 12 16.0	1645+1012
16 45 02.13	-03 17 59.1	1645-0317
16 46 51.29	-43 46 37.8	1646-4346
16 46 54.75	-68 31 50.6	1646-6831
16 48 02.00	-32 56 00.0	1648-3256
16 49 44.20	+25 33 07.0	1649+2533
16 50 22.00	-16 54 00.0	1650-1654
16 51 31.76	-17 09 20.0	1651-1709
16 51 48.79	-42 46 11.2	1651-4246
16 51 42.97	-52 22 58.2	1651-5222
16 51 41.23	-52 55 47.6	1651-5255
16 52 03.00	+26 51 40.0	1652+2651
16 52 58.43	-24 04 03.3	1652-2404
16 53 39.80	-38 38 20.8	1653-3838
16 54 41.00	-27 07 00.0	1654-2707
16 59 53.07	-13 05 07.8	1659-1305
17 00 36.00	-33 10 00.0	1700-3310
17 01 18.54	-37 26 25.0	1701-3726
17 01 29.15	-45 33 48.7	1701-4533
17 03 51.07	-18 46 15.3	1703-1846
17 03 22.54	-32 41 47.4	1703-3241
17 03 00.00	-49 02 00.0	1703-4902
17 04 14.82	-60 16 53.8	1704-6016
17 05 36.11	-19 06 38.5	1705-1906
17 05 15.00	-34 22 00.0	1705-3422
17 07 21.74	-40 53 55.3	1707-4053
17 08 02.54	-75 39 22.7	1708-7539
17 09 26.60	-16 40 54.2	1709-1640
17 09 02.00	-34 21 00.0	1709-3421
17 09 42.17	-44 28 56.9	1709-4428
17 11 55.06	-15 09 38.1	1711-1509
17 11 53.12	-53 50 15.6	1711-5350
17 13 49.53	+07 47 37.5	1713+0747
17 17 20.15	-34 25 04.6	1717-3425
17 17 20.52	-40 54 38.0	1717-4054
17 19 01.72	-40 06 59.5	1719-4006
17 20 01.30	+21 50 14.0	1720+2150
17 20 57.26	-02 12 23.5	1720-0212
17 20 25.18	-16 33 30.4	1720-1633
17 20 34.15	-29 33 15.4	1720-2933
17 21 01.92	-19 36 13.9	1721-1936
17 21 32.80	-35 32 46.6	1721-3532
17 22 02.96	-32 07 44.9	1722-3207
17 22 09.82	-36 32 53.3	1722-3632
17 22 59.17	-37 12 03.7	1722-3712
17 28 34.80	-00 07 47.0	1728-0007
17 30 21.62	-23 04 21.6	1730-2304
17 30 32.62	-33 50 42.6	1730-3350
17 31 41.99	-47 44 33.0	1731-4744
17 32 50.02	-41 28 48.2	1732-4128
17 33 26.42	-22 28 36.4	1733-2228
17 33 26.75	-37 16 54.6	1733-3716
17 34 45.69	-02 12 33.8	1734-0212
17 35 04.97	-07 24 52.4	1735-0724
17 36 54.00	+05 48 00.0	1736+05
17 37 40.04	-35 55 43.8	1737-3555
17 38 54.20	-32 11 53.2	1738-3211
17 39 34.28	-29 03 02.1	1739-2903
17 39 24.32	-31 31 03.0	1739-3131
17 40 07.37	+13 11 57.6	1740+1311
17 40 33.73	-30 15 41.9	1740-3015
17 41 53.50	+27 58 09.0	1741+2758
17 41 22.54	-08 40 32.7	1741-0840
17 41 18.04	-39 27 37.8	1741-3927
17 42 02.00	+27 53 00.0	1742+27
17 43 07.97	-03 37 27.4	1743-0337
17 43 37.57	-13 51 41.7	1743-1351
17 43 36.71	-31 50 19.7	1743-3150
17 44 42.00	-23 34 00.0	1744-2334
17 45 56.30	-30 40 23.6	1745-3040
17 46 06.60	+25 40 36.0	1746+2540
17 48 17.37	-13 00 53.3	1748-1300
17 48 52.61	-20 21 40.1	1748-2021
17 48 02.25	-24 46 37.7	1748-2446A
17 48 03.52	-24 45 58.9	1748-2446B
17 49 13.48	-30 02 34.1	1749-3002
17 49 44.48	-56 05 19.0	1749-5605
17 50 47.29	-31 57 41.4	1750-3157
17 50 46.00	-35 06 00.0	1750-3506
17 51 42.23	-46 57 24.8	1751-4657
17 52 35.30	+23 59 49.0	1752+2359
17 52 58.68	-28 06 38.1	1752-2806
17 53 30.53	-25 01 35.1	1753-2502
17 54 22.90	+52 01 12.8	1754+5201
17 56 57.91	-24 35 35.0	1756-2435
17 57 41.02	-24 21 56.8	1757-2421
17 58 33.00	+30 25 00.0	1758+30
17 59 23.88	-22 05 42.2	1759-2205
17 59 44.00	-29 22 00.0	1759-2922
18 00 03.12	-23 43 06.4	1800-2343
18 01 22.65	-03 57 54.3	1801-0357
18 01 19.86	-23 06 16.8	1801-2306
18 01 00.20	-24 51 27.1	1801-2451
18 01 46.83	-29 20 37.2	1801-2920
18 03 51.35	-21 37 07.2	1803-2137
18 03 31.56	-27 12 06.4	1803-2712
18 04 49.90	-07 35 24.7	1804-0735
18 04 47.00	-27 18 00.0	1804-2718
18 05 10.16	+03 06 30.9	1805+0306
18 07 42.00	+07 53 00.0	1807+07
18 07 38.03	-08 47 43.1	1807-0847
18 06 47.96	-11 59 36.4	1807-1200
18 07 10.18	-27 15 15.5	1807-2715
18 08 19.00	+00 34 00.0	1808+00
18 08 03.00	-08 13 00.0	1808-0813
18 08 06.36	-20 57 50.1	1808-2057
18 09 14.32	-21 09 02.2	1809-2109
18 09 53.00	-35 47 00.0	1809-3547
18 10 44.43	-53 38 07.7	1810-5338
18 11 20.70	+07 02 23.0	1811+0702
18 12 53.20	+02 26 58.6	1812+0226
18 12 07.21	-17 18 28.4	1812-1718
18 12 16.09	-17 33 21.7	1812-1733
18 13 13.33	+40 13 39.8	1813+4013
18 16 18.68	-17 29 07.1	1816-1729
18 16 35.45	-26 49 58.3	1816-2649
18 17 02.34	-23 11 52.2	1817-2312
18 17 05.78	-36 18 04.0	1817-3618
18 18 23.79	-14 22 35.9	1818-1422
18 20 52.63	-04 27 37.7	1820-0427
18 20 19.80	-13 46 18.4	1820-1346
18 20 39.09	-18 18 03.2	1820-1818
18 21 31.00	+17 17 00.0	1821+17
18 22 18.00	+07 05 24.0	1822+0705
18 22 54.04	-14 00 04.2	1822-1400
18 22 58.97	-22 56 49.3	1822-2256
18 22 18.00	-42 10 00.0	1822-4210
18 23 31.00	+05 50 24.7	1823+0550
18 23 37.00	-01 54 00.0	1823-0154
18 23 40.41	-11 15 07.7	1823-1115
18 23 40.46	-30 21 39.7	1823-3021A
18 23 41.52	-30 21 41.3	1823-3021B
18 23 46.78	-31 06 49.7	1823-3106
18 24 29.48	-11 18 37.2	1824-1118
18 24 00.45	-19 45 50.7	1824-1945
18 24 32.01	-24 52 10.7	1824-2452
18 25 15.30	+00 04 21.0	1825+0004
18 25 30.60	-09 35 23.0	1825-0935
18 25 02.97	-14 46 49.9	1825-1446
18 26 05.43	-11 31 43.2	1826-1131
18 26 13.17	-13 34 47.2	1826-1334
18 27 05.55	-09 58 43.8	1827-0958
18 29 43.12	-17 51 02.9	1829-1751
18 30 47.75	-10 59 10.8	1830-1059
18 32 37.02	-08 27 03.7	1832-0827
18 32 40.90	-10 21 34.2	1832-1021
18 33 42.00	-03 38 33.9	1833-0338
18 33 40.32	-08 27 30.7	1833-0827
18 33 14.81	-60 23 03.9	1833-6023
18 34 27.00	+10 44 00.0	1834+10
18 34 17.25	-00 10 49.5	1834-0010
18 34 25.39	-04 26 34.8	1834-0426
18 35 05.57	-06 43 05.0	1835-0643
18 35 23.00	-11 06 00.0	1835-1106
18 36 51.78	-04 36 37.2	1836-0436
18 36 53.89	-10 08 09.3	1836-1008
18 37 54.00	-00 48 00.0	1837-0048
18 37 14.66	-06 53 04.7	1837-0653
18 40 44.56	+56 40 55.4	1840+5640
18 41 55.97	+09 12 07.7	1841+0912
18 41 05.65	-04 25 19.4	1841-0425
18 42 26.49	-03 59 59.2	1842-0359
18 43 24.00	+20 27 00.0	1843+20
18 44 11.00	+00 35 00.0	1844+00
18 44 54.85	+14 54 14.8	1844+1454
18 44 44.94	-02 44 42.2	1844-0244
18 44 33.46	-04 33 12.5	1844-0433
18 44 05.10	-05 38 33.5	1844-0538
18 45 34.75	-04 34 34.7	1845-0434
18 47 22.83	-04 02 14.2	1847-0402
18 48 50.00	+06 51 00.0	1848+0651
18 48 43.77	+08 26 35.9	1848+0826
18 48 23.60	-01 23 58.2	1848-0123
18 48 36.00	-14 14 00.0	1848-1414
18 48 18.00	-19 52 25.7	1848-1952
18 49 07.38	-06 36 58.6	1849-0636
18 50 35.48	+13 35 58.9	1850+1335
18 51 03.28	+04 18 11.7	1851+0418
18 51 13.23	+12 59 36.6	1851+1259
18 52 27.60	+00 31 55.9	1852+0031
18 52 58.00	-26 10 00.0	1852-2610
18 54 27.35	+10 50 50.9	1854+1051
18 54 44.30	-14 21 30.0	1854-1421
18 56 10.87	+01 13 20.5	1856+0113
18 57 00.81	+00 57 16.7	1857+0057
18 57 43.63	+02 12 41.3	1857+0212
18 57 36.39	+09 43 17.3	1857+0943
18 59 46.00	+00 35 00.0	1859+00
18 59 44.39	+15 26 11.0	1859+1526
19 00 18.00	+30 53 00.0	1900+30
19 00 47.57	-26 00 43.7	1900-2600
19 00 24.36	-79 51 48.2	1900-7951
19 01 32.00	+00 26 00.0	1901+00
19 01 34.28	+01 56 39.3	1901+0156
19 01 31.78	+03 31 06.3	1901+0331
19 01 38.95	+07 16 34.7	1901+0716
19 01 48.77	+13 06 48.3	1901+1306
19 01 50.00	-09 07 00.0	1901-0907
19 02 42.64	+05 56 26.5	1902+0556
19 02 46.74	+06 15 50.9	1902+0615
19 02 13.54	+07 23 51.0	1902+0723
19 03 29.98	+01 35 38.2	1903+0135
19 03 52.95	+22 25 12.3	1903+2225
19 03 40.18	-06 32 00.8	1903-0632
19 04 09.00	+00 04 00.0	1904+0004
19 04 02.38	+10 04 31.4	1904+1005
19 04 24.00	-12 24 00.0	1904-1224
19 05 53.76	+07 09 21.1	1905+0709
19 05 27.58	-00 56 31.1	1905-0056
19 06 35.23	+06 41 03.0	1906+0641
19 06 44.71	+18 54 08.5	1906+1854
19 07 08.28	+12 46 44.5	1907+1247
19 07 34.80	+40 02 06.3	1907+4002
19 08 16.10	+04 57 41.0	1908+0457
19 08 05.16	+05 00 54.5	1908+0500
19 08 17.01	+07 34 14.4	1908+0734
19 08 58.76	+09 16 13.6	1908+0916
19 09 35.25	+00 07 57.9	1909+0007
19 09 38.31	+02 54 50.9	1909+0254
19 09 48.70	+11 02 03.3	1909+1102
19 09 26.96	+14 50 58.0	1909+1450
19 09 18.60	+18 59 10.7	1909+1859
19 10 23.60	+00 04 55.6	1910+0004
19 10 09.08	+03 58 26.8	1910+0358
19 10 18.60	+07 14 11.8	1910+0714
19 10 13.59	+12 31 40.4	1910+1231
19 10 29.64	-03 09 52.8	1910-0309
19 11 55.39	+17 58 45.8	1911+1758
19 12 51.93	+10 35 08.4	1912+1035
19 12 43.37	+21 04 34.3	1912+2104
19 12 18.63	+25 25 02.1	1912+2525
19 13 53.09	+09 35 12.6	1913+0935
19 13 24.37	+14 00 53.1	1913+1400
19 13 54.19	-04 40 47.7	1913-0440
19 14 10.12	+11 22 03.7	1914+1122
19 15 01.00	+07 53 00.0	1915+07
19 15 24.80	+07 38 31.4	1915+0738
19 15 29.76	+10 09 51.2	1915+1009
19 15 28.00	+16 06 27.4	1915+1606
19 15 19.15	+16 47 09.2	1915+1647
19 16 54.00	+07 53 00.0	1916+07
19 16 32.34	+09 51 26.3	1916+0951
19 16 11.72	+10 30 53.4	1916+1030
19 16 58.70	+13 12 49.7	1916+1312
19 17 39.78	+13 53 57.1	1917+1353
19 17 43.80	+22 24 29.0	1917+2224
19 18 26.22	+14 44 55.6	1918+1444
19 18 07.70	+15 41 15.2	1918+1541
