268.367875	 -1.451728	Swift J1753.5-0127      	
268.391667	-23.823333	SAX J1753.5-2349        	
269.666667	-33.807500	4U 1755-33              	
268.869167	-32.477500	XTE J1755-324           	
270.384583	-20.528889	4U 1758-20              	
270.284250	-25.078461	4U 1758-25              	
270.301667	-25.743361	GRS 1758-258            	
269.940417	-22.027500	IGR J17597-2201         	
271.711333	-24.591278	2S 1803-245             	
271.391667	-20.513333	SAX J1805.5-2031        	
271.641667	-22.251667	SAX J1806.5-2215        	
271.749167	-29.408333	XTE J1807-294           	
272.115000	-36.978861	SAX J1808.4-3658        	
272.685292	-26.150333	SAX J1810.8-2609        	
273.631458	-17.157417	4U 1811-17              	
273.775646	-12.096306	4U 1812-12              	
273.115833	-18.209444	XMMU J181227.8-181234   	
274.005787	-14.036283	4U 1813-14              	
273.412667	-33.772861	XTE J1814-338           	
274.431417	-33.018833	XTE J1817-330           	
274.601667	-24.538333	XTE J1818-245           	
274.683333	+14.403333	SAX J1818.7+1424        	
275.918667	-30.361144	4U 1820-30              	
276.445000	-37.105278	2A 1822-371             	
276.341750	 -0.011944	4U 1823-00              	
276.125000	-24.850000	AX J1824.5-2451         	
277.367500	-23.796978	GS 1826-238             	
277.107083	-10.630833	SAX J1828.5-1037        	
278.931871	-32.990769	XB 1832-330             	
279.989821	 +5.036000	3A 1837+049             	
281.665833	 -3.122500	EXO 1846-031            	
283.270250	 -8.705667	4U 1850-087             	
283.475000	 +7.450000	IGR J18539+0727         	
284.162500	 +5.330000	XTE J1856+053           	
284.673250	+22.658167	XTE J1859+226           	
285.036042	-24.920472	HETE J1900.1-2455       	
287.112375	 +0.168806	4U 1905+000             	
287.816667	 +0.585000	4U 1908+005             	
287.221154	 +9.384694	XTE J1908+094           	
288.798125	+10.945767	GRS 1915+105            	
289.699458	 -5.238081	4U 1916-05              	
290.070833	+14.705000	4U 1918+15              	
295.658333	 -3.900000	XB 1940-04              	
298.926375	+32.096972	3A 1954+319             	
299.850833	+11.709000	4U 1957+11              	
300.706583	+25.236472	GS 2000+25              	
303.157125	+38.183639	XTE J2012+381           	
306.015833	+33.867556	GS 2023+338             	
320.810583	 -5.798111	XTE J2123-058           	
322.492958	+12.167472	4U 2129+12              	
322.491917	+12.167389	CXO J212958.1+121002    	
322.859167	+47.290000	4U 2129+47              	
326.171667	+38.321667	4U 2142+38              	
336.216667	+54.365000	SAX J2224.9+5421        	
